"CNT","SCHOOLID","ST04Q01","ST06Q01","ST10Q01","ST14Q01","ST21Q01","ST21Q02","ST21Q03","ST21Q04","ST22Q01","ST23Q01","ST28Q01","ST28Q02","ST28Q03","ST25Q01","ST25Q02","ST25Q03","ST25Q04","ST25Q05","COUNTRY","PUBPRIV","math","reading","science","ReadingTime","MotherEd","FatherEd","ParentEd"
"Trinidad and Tobago",104,"Female",6,"<ISCED level 3A>","Did Not Complete <ISCED level 1>","Three or more","One","None","None","More than 500 books","30 minutes or less a day",45,45,45,"Several times a week","Several times a month","Several times a week","A few times a year","Several times a week","Trinidad and Tobago","Private",1638.14,1546.21,1671.67,21,4,0,4
"Trinidad and Tobago",105,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","Two","Two","One","One","26-100 books","30 minutes or less a day",130,45,45,"A few times a year","Never or almost never","Never or almost never","Never or almost never","Several times a week","Trinidad and Tobago","Public",2068.51,1856.93,1925.3,10,4,4,8
"Trinidad and Tobago",105,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","One","One","None","101-200 books","Between 30 and 60 minutes",90,90,90,"Several times a month","Several times a week","About once a month","About once a month","Several times a week","Trinidad and Tobago","Public",2054.87,2068.97,2197.6,20,4,4,8
"Trinidad and Tobago",105,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","Two","Two","One","Three or more","101-200 books","I don’t read for enjoyment",45,45,45,"Several times a week","Several times a week","Several times a week","Several times a week","Several times a week","Trinidad and Tobago","Public",1917.78,1913.05,1861.9,25,4,4,8
"Trinidad and Tobago",105,"Male",5,"<ISCED level 3A>","<ISCED level 3B, 3C>","Three or more","Two","One","One","11-25 books","More than 2 hours a day",45,45,45,"Several times a month","Several times a month","Several times a week","Several times a month","Several times a month","Trinidad and Tobago","Public",1977.75,2195.23,2208.32,21,4,3,7
"Trinidad and Tobago",105,"Female",6,"<ISCED level 1>","<ISCED level 2>","Three or more","One","None","None","0-10 books","I don’t read for enjoyment",45,45,90,"Several times a month","Never or almost never","About once a month","About once a month","Several times a week","Trinidad and Tobago","Public",1878.05,1990.27,1866.56,16,1,2,3
"Trinidad and Tobago",105,"Female",4,"<ISCED level 3A>","<ISCED level 3A>","One","None","One","One","101-200 books","Between 30 and 60 minutes",30,45,30,"Several times a month","About once a month","Several times a month","Several times a month","Several times a week","Trinidad and Tobago","Public",2102.39,2451.04,2423.26,20,4,4,8
"Trinidad and Tobago",105,"Female",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","One","None","11-25 books","30 minutes or less a day",45,40,45,"A few times a year","A few times a year","A few times a year","A few times a year","A few times a year","Trinidad and Tobago","Public",2317.38,2547.56,2385.03,10,4,4,8
"Trinidad and Tobago",105,"Female",5,"Did not complete <ISCED level 1>","Did Not Complete <ISCED level 1>","Three or more","Two","None","None","26-100 books","1 to 2 hours a day",60,60,60,"Several times a month","Several times a week","About once a month","A few times a year","Several times a week","Trinidad and Tobago","Public",1959.06,2124.13,2039.08,19,0,0,0
"Trinidad and Tobago",105,"Female",5,"<ISCED level 3B, 3C>","<ISCED level 3B, 3C>","Three or more","One","None","One","0-10 books","I don’t read for enjoyment",40,40,40,"Never or almost never","Never or almost never","Never or almost never","Never or almost never","Never or almost never","Trinidad and Tobago","Public",2314.26,2067.33,2482,5,3,3,6
"Trinidad and Tobago",105,"Male",4,"<ISCED level 1>","<ISCED level 3A>","Three or more","Two","None","Three or more","26-100 books","Between 30 and 60 minutes",30,45,15,"A few times a year","About once a month","About once a month","Several times a week","About once a month","Trinidad and Tobago","Public",2279.21,2096.22,2279.64,16,1,4,5
"Trinidad and Tobago",105,"Male",4,"<ISCED level 1>","<ISCED level 1>","Three or more","One","One","Two","11-25 books","More than 2 hours a day",45,45,90,"Several times a week","Several times a month","Several times a month","Several times a week","Several times a week","Trinidad and Tobago","Public",2355.93,2804.49,2925.86,23,1,1,2
"Trinidad and Tobago",105,"Female",4,"<ISCED level 3A>","<ISCED level 3A>","Three or more","One","Two","Three or more","11-25 books","30 minutes or less a day",40,50,50,"Never or almost never","Several times a week","Several times a week","Several times a month","Several times a week","Trinidad and Tobago","Public",2505.1,2698.89,2614.87,20,4,4,8
"Trinidad and Tobago",105,"Male",4,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","One","Three or more","101-200 books","30 minutes or less a day",45,45,30,"Several times a week","Never or almost never","A few times a year","A few times a year","Several times a week","Trinidad and Tobago","Public",2456.03,2443.76,2566.85,15,4,4,8
"Trinidad and Tobago",105,"Male",6,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Three or more","None","None","26-100 books","30 minutes or less a day",120,120,120,"Never or almost never","Never or almost never","Several times a week","Several times a month","Several times a week","Trinidad and Tobago","Public",2320.5,2446.15,2195.73,16,4,4,8
"Trinidad and Tobago",105,"Female",5,"<ISCED level 2>","Did Not Complete <ISCED level 1>","Three or more","One","None","One","11-25 books","1 to 2 hours a day",45,45,50,"Never or almost never","Never or almost never","A few times a year","A few times a year","Never or almost never","Trinidad and Tobago","Public",2782.8,2559.87,2445.64,7,2,0,2
"Trinidad and Tobago",105,"Female",5,"<ISCED level 3B, 3C>","<ISCED level 3A>","Three or more","Two","One","One","201-500 books","I don’t read for enjoyment",60,60,60,"A few times a year","About once a month","Several times a month","About once a month","Several times a month","Trinidad and Tobago","Public",2512.89,2321.54,2216.25,16,3,4,7
"Trinidad and Tobago",105,"Female",4,"<ISCED level 3B, 3C>","<ISCED level 1>","Three or more","Two","None","One","101-200 books","1 to 2 hours a day",40,40,40,"A few times a year","Never or almost never","Several times a month","Several times a month","Several times a month","Trinidad and Tobago","Public",2334.91,2421.64,2571.52,15,3,1,4
"Trinidad and Tobago",105,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","One","One","None","26-100 books","30 minutes or less a day",30,30,30,"A few times a year","Never or almost never","Several times a week","Several times a week","A few times a year","Trinidad and Tobago","Public",1868.71,2066.96,2126.72,15,4,4,8
"Trinidad and Tobago",105,"Female",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","One","One","One","101-200 books","1 to 2 hours a day",45,45,45,"Several times a week","A few times a year","Several times a month","Several times a month","Never or almost never","Trinidad and Tobago","Public",2131.21,2423.61,2160.28,16,4,4,8
"Trinidad and Tobago",105,"Male",6,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","One","One","201-500 books","30 minutes or less a day",40,45,35,"Several times a week","Several times a week","About once a month","About once a month","Never or almost never","Trinidad and Tobago","Public",2280,2204.85,2370.58,17,4,4,8
"Trinidad and Tobago",105,"Female",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","None","None","26-100 books","30 minutes or less a day",40,40,40,"A few times a year","Several times a month","Several times a month","About once a month","Several times a week","Trinidad and Tobago","Public",2245.72,2329.48,2304.83,18,4,4,8
"Trinidad and Tobago",105,"Female",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Three or more","One","Two","101-200 books","I don’t read for enjoyment",40,40,40,"About once a month","Never or almost never","Never or almost never","Never or almost never","Several times a month","Trinidad and Tobago","Public",2304.91,2383.9,1991.99,10,4,4,8
"Trinidad and Tobago",105,"Male",5,"<ISCED level 3A>","<ISCED level 3A>","Two","Two","One","None","More than 500 books","More than 2 hours a day",40,40,40,"Never or almost never","Several times a week","Several times a week","Several times a week","Several times a week","Trinidad and Tobago","Public",2668.67,2939.59,2766.41,21,4,4,8
"Trinidad and Tobago",105,"Male",5,"<ISCED level 3A>","Did Not Complete <ISCED level 1>","Two","One","One","Two","26-100 books","Between 30 and 60 minutes",45,45,45,"Several times a week","Several times a week","Several times a week","Several times a week","Several times a week","Trinidad and Tobago","Public",1742.53,1194.35,1333.18,25,4,0,4
"Trinidad and Tobago",106,"Female",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","One","One","One","201-500 books","Between 30 and 60 minutes",90,90,90,"Several times a month","About once a month","Several times a month","Several times a month","Several times a week","Trinidad and Tobago","Private",1869.48,2118.58,1924.37,20,4,4,8
"Trinidad and Tobago",106,"Male",5,"<ISCED level 3A>","Did Not Complete <ISCED level 1>","Three or more","Two","One","None","More than 500 books","1 to 2 hours a day",60,60,60,"Several times a month","Never or almost never","Never or almost never","Several times a month","Several times a week","Trinidad and Tobago","Private",1662.29,1670.13,1594.27,15,4,0,4
"Trinidad and Tobago",106,"Female",5,"<ISCED level 2>","<ISCED level 2>","Three or more","Three or more","Two","None","201-500 books","Between 30 and 60 minutes",90,90,90,"Several times a week","Never or almost never","A few times a year","A few times a year","Several times a week","Trinidad and Tobago","Private",2080.58,2103.86,1981.25,15,2,2,4
"Trinidad and Tobago",106,"Female",5,"Did not complete <ISCED level 1>","<ISCED level 1>","Three or more","Two","None","One","26-100 books","Between 30 and 60 minutes",60,60,60,"A few times a year","A few times a year","About once a month","A few times a year","About once a month","Trinidad and Tobago","Private",2020.6,2114.99,1851.64,12,0,1,1
"Trinidad and Tobago",106,"Male",5,"<ISCED level 3A>","<ISCED level 1>","Three or more","One","One","Two","101-200 books","I don’t read for enjoyment",45,45,45,"Never or almost never","Never or almost never","A few times a year","Never or almost never","A few times a year","Trinidad and Tobago","Private",1847.68,1956.33,1916.45,7,4,1,5
"Trinidad and Tobago",106,"Female",4,"Did not complete <ISCED level 1>","<ISCED level 3A>","Three or more","Three or more","One","None","More than 500 books","Between 30 and 60 minutes",45,45,45,"A few times a year","Never or almost never","Several times a month","A few times a year","Several times a month","Trinidad and Tobago","Private",2088.36,2124.53,1945.82,13,0,4,4
"Trinidad and Tobago",106,"Male",4,"<ISCED level 3A>","Did Not Complete <ISCED level 1>","Three or more","Three or more","One","One","26-100 books","Between 30 and 60 minutes",45,45,45,"About once a month","Never or almost never","Never or almost never","Several times a month","Several times a week","Trinidad and Tobago","Private",2065.78,2311.07,2136.05,14,4,0,4
"Trinidad and Tobago",106,"Female",5,"<ISCED level 1>","Did Not Complete <ISCED level 1>","Three or more","One","None","None","101-200 books","More than 2 hours a day",45,45,45,"About once a month","Several times a month","Several times a month","A few times a year","Several times a week","Trinidad and Tobago","Private",1955.17,2199.21,1867.49,18,1,0,1
"Trinidad and Tobago",106,"Male",4,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Three or more","None","Two","101-200 books","30 minutes or less a day",45,45,45,"About once a month","Never or almost never","Several times a month","Several times a month","Several times a month","Trinidad and Tobago","Private",1967.63,1657.32,1810.61,16,4,4,8
"Trinidad and Tobago",106,"Female",4,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","Three or more","Three or more","101-200 books","More than 2 hours a day",45,45,45,"Several times a month","About once a month","Several times a week","About once a month","Several times a week","Trinidad and Tobago","Private",1970.35,2205.56,2359.84,20,4,4,8
"Trinidad and Tobago",106,"Female",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","One","None","201-500 books","I don’t read for enjoyment",45,45,45,"Several times a month","Never or almost never","A few times a year","Never or almost never","Several times a week","Trinidad and Tobago","Private",2209.89,2514.18,2448.44,13,4,4,8
"Trinidad and Tobago",107,"Female",5,"<ISCED level 3A>","<ISCED level 3A>","Three or more","Two","One","Three or more","More than 500 books","More than 2 hours a day",35,35,35,"Several times a week","Never or almost never","Several times a week","Several times a week","Several times a week","Trinidad and Tobago","Public",2204.43,2547.55,2341.67,21,4,4,8
"Trinidad and Tobago",107,"Male",9,"<ISCED level 1>","<ISCED level 2>","Two","One","One","One","26-100 books","More than 2 hours a day",99,99,99,"A few times a year","Several times a week","Never or almost never","Several times a month","About once a month","Trinidad and Tobago","Public",1461.32,1057.65,1325.71,15,1,2,3
